NUTS_ID,NUTS_NAME,scenario,pct_Af,pct_Am,pct_Aw,pct_BWh,pct_BWk,pct_BSh,pct_BSk,pct_Csa,pct_Csb,pct_Csc,pct_Cwa,pct_Cwb,pct_Cwc,pct_Cfa,pct_Cfb,pct_Cfc,pct_Dsa,pct_Dsb,pct_Dsc,pct_Dsd,pct_Dwa,pct_Dwb,pct_Dwc,pct_Dwd,pct_Dfa,pct_Dfb,pct_Dfc,pct_Dfd,pct_ET,pct_EF
AT11,Burgenland,ssp460_2071_2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9948620082207869,0.005137991779213153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT11,Burgenland,ssp585_2071_2099,0.0,0.0,0.0,0.0,0.0,0.0,0.05005871990604815,0.0,0.0,0.0,0.0,0.0,0.0,0.9499412800939518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT12,Niederösterreich,ssp119_2041_2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2628295071200406,0.25435113592261993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47720691405200466,0.005612442905334806,0.0,0.0,0.0
AT12,Niederösterreich,ssp126_2041_2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3905125832164074,0.24270830223602113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3630175836642087,0.0037615308833626893,0.0,0.0,0.0
AT12,Niederösterreich,ssp245_2041_2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45404066035764395,0.23464787891452965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3093411350270173,0.0019703257008090278,0.0,0.0,0.0
AT12,Niederösterreich,ssp370_2041_2070,0.0,0.0,0.0,0.0,0.0,0.0,0.001343403886915246,0.0,0.0,0.0,0.0,0.0,0.0,0.5147625160462131,0.3460608412693674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1366092485894259,0.0012239902080783353,0.0,0.0,0.0
AT12,Niederösterreich,ssp434_2041_2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4273517031375944,0.23996178762277218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3305072096008598,0.0021792996387736217,0.0,0.0,0.0
AT12,Niederösterreich,ssp460_2041_2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0021792996387736217,0.0,0.0,0.0,0.0,0.0,0.0,0.46729557870854105,0.21339224408155955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31561035316595515,0.0015225244051706123,0.0,0.0,0.0
AT12,Niederösterreich,ssp585_2041_2070,0.0,0.0,0.0,0.0,0.0,0.0,0.010000895602591276,0.0,0.0,0.0,0.0,0.0,0.0,0.5688867659790429,0.29683255216885096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12359315759620265,0.0006866286533122369,0.0,0.0,0.0
AT12,Niederösterreich,ssp119_2071_2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24930590799176044,0.3302385288234767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41448487924291727,0.005970683941845538,0.0,0.0,0.0
AT12,Niederösterreich,ssp126_2071_2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4070812311550288,0.3054303370451085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2841747022121384,0.003313729587724274,0.0,0.0,0.0
AT12,Niederösterreich,ssp245_2071_2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0020001791205182555,0.0,0.0,0.0,0.0,0.0,0.0,0.6079350389587127,0.23834970295847388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15093889004985522,0.00077618891243992,0.0,0.0,0.0
AT12,Niederösterreich,ssp370_2071_2099,0.0,0.0,0.0,0.0,0.0,0.0,0.03552556945398096,0.0,0.0,0.0,0.0,0.0,0.0,0.8145207033465683,0.11433859748634206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03555542287369018,5.9706839418455386e-05,0.0,0.0,0.0
